Iteration Per Action,Score,Chosen element number,Percentile
8,6984,5,50
8,5408,3,30
4,2784,3,70
1,3064,1,10
16,6680,9,50
1,1340,1,70
1,4832,0,0
1,2392,1,30
16,14300,0,0
2,564,2,90
16,15148,0,0
8,1296,7,80
1,2784,1,20
1,2640,1,100
4,2788,2,40
4,2696,4,100
1,992,1,10
2,588,2,70
1,2940,1,100
4,2888,1,10
2,1080,2,100
8,2996,2,20
4,6616,2,30
4,2856,4,100
4,5216,1,10
4,2888,3,80
8,6552,5,60
2,1876,2,90
16,6848,5,30
4,1052,4,100
16,5212,15,90
16,6948,4,20
1,1856,1,30
2,6500,2,60
8,6172,5,50
1,2884,1,40
16,11112,7,40
2,4960,1,20
4,1800,2,30
8,4992,7,80
1,2104,1,10
8,6560,2,10
1,2716,1,40
1,816,1,100
1,1920,1,50
2,1352,2,100
1,2144,1,100
1,2400,1,50
2,3000,1,20
16,13336,13,80
2,6092,1,10
8,2776,6,70
1,4312,1,30
8,6124,7,90
2,3104,1,50
16,2864,13,80
8,4696,5,50
4,4024,3,60
2,1744,2,60
8,6652,7,80
16,2396,15,90
1,2208,1,10
4,4460,2,20
8,1216,6,70
16,10692,10,60
2,3316,0,0
1,680,1,80
16,4784,13,80
8,6360,3,30
1,2044,1,50
16,6952,10,60
16,4976,4,20
1,2140,1,10
4,5236,1,10
2,2576,1,40
16,5016,13,80
2,2140,2,100
8,6084,2,10
1,1044,1,30
1,1240,1,90
16,6944,9,50
2,1172,1,30
1,2524,1,90
16,5116,4,20
4,5592,1,10
4,9476,0,0
4,1300,1,10
2,4352,2,60
2,2248,2,60
2,1220,1,40
4,2884,3,80
1,2124,1,100
16,11304,5,30
16,5800,11,70
8,2300,8,100
8,5816,5,50
1,2120,0,0
4,1224,4,100
4,6208,1,10
1,3056,1,100
16,4940,10,60
1,2188,1,70
2,4708,1,20
2,3008,0,0
1,908,1,90
8,1864,0,0
4,3236,3,70
2,4040,2,90
16,5164,0,0
8,6752,2,20
4,11500,2,40
2,2732,1,50
16,4876,0,0
2,1824,1,40
4,6132,2,30
8,6424,4,40
16,6644,4,20
2,2900,1,10
16,14636,10,60
4,2408,4,100
2,2544,1,40
16,11212,3,10
4,6508,3,60
4,3076,1,10
16,6600,0,0
1,2236,1,20
16,6544,0,0
2,2736,1,20
4,1480,4,90
8,3584,2,10
8,4496,2,10
2,344,2,100
16,2796,9,50
2,2440,2,90
1,1200,1,50
8,2832,5,60
16,5864,0,0
4,1204,4,90
16,4980,16,100
16,6608,0,0
16,11292,9,50
2,1240,1,30
2,2584,2,80
4,1472,4,100
1,1840,1,50
1,2204,1,90
8,6812,5,50
1,2860,1,70
1,1272,1,30
16,6604,3,10
1,1356,1,60
16,6124,11,70
8,6768,4,40
16,6632,10,60
8,6896,5,60
4,6572,1,10
4,5924,1,10
16,11580,10,60
4,5716,2,30
2,2672,2,90
1,1852,1,70
16,9924,13,80
1,2628,0,0
1,2688,0,0
1,1132,0,0
1,2320,0,0
1,2524,0,0
1,1420,0,0
1,4436,0,0
1,2520,0,0
1,1464,0,0
1,1244,0,0
1,2424,0,0
1,1188,0,0
1,2800,0,0
1,2176,0,0
1,1324,0,0
1,548,0,0
1,1892,0,0
1,5436,0,0
1,1088,0,0
1,5840,0,0
16,4696,15,90
1,3172,0,0
1,2248,0,0
1,2340,0,0
1,2508,0,0
1,4944,0,0
1,2832,0,0
1,2432,0,0
1,536,0,0
1,4984,0,0
1,2844,0,0
1,3200,0,0
1,2080,0,0
1,2080,0,0
1,2128,0,0
1,880,0,0
1,768,0,0
1,1924,0,0
1,644,0,0
1,5188,0,0
1,1324,0,0
1,3112,0,0
1,2992,0,0
1,1220,0,0
1,2400,0,0
1,952,0,0
1,1164,0,0
1,1988,0,0
1,2664,0,0
1,4416,0,0
1,1156,0,0
1,2544,0,0
1,3096,0,0
1,2752,0,0
1,2752,0,0
1,1196,0,0
1,1224,0,0
1,2152,0,0
1,2848,0,0
1,2540,0,0
1,3024,0,0
1,3092,0,0
1,1432,0,0
1,1352,0,0
1,516,0,0
1,924,0,0
1,556,0,0
16,15156,0,0
1,6032,0,0
1,1204,0,0
2,2412,2,90
1,356,1,50
1,2704,0,0
1,572,0,0
1,1316,0,0
2,2540,2,60
1,3428,0,0
1,3544,0,0
1,3780,0,0
1,2996,0,0
1,876,0,0
8,1172,0,0
1,1304,0,0
1,1360,0,0
1,1204,0,0
1,2220,0,0
1,2224,0,0
1,1820,0,0
1,1924,0,0
1,2292,0,0
1,2312,0,0
1,3280,0,0
1,3768,0,0
1,3012,0,0
1,232,0,0
1,4408,0,0
1,2148,0,0
1,2252,0,0
1,832,0,0
1,2676,0,0
1,2380,0,0
1,2788,0,0
1,4396,0,0
1,1964,0,0
1,2160,0,0
1,660,0,0
1,2120,0,0
1,4040,0,0
1,1128,0,0
1,1860,0,0
1,532,0,0
1,2464,0,0
1,1084,0,0
1,1052,0,0
1,556,0,0
1,2848,1,10
1,488,1,10
1,2800,1,10
1,2252,1,10
1,3388,1,10
1,2188,1,10
16,14384,9,50
1,1836,1,10
1,704,1,10
1,2252,1,10
1,836,1,10
1,4640,1,10
1,2856,1,10
1,4788,1,10
1,5012,1,10
1,796,1,10
1,2760,1,10
1,1548,1,10
1,1916,1,10
1,2104,1,10
1,1932,1,10
1,1476,1,10
1,2276,1,10
1,4664,1,10
1,464,1,10
1,1168,1,10
1,2588,0,0
1,5740,0,0
1,2832,0,0
1,540,0,0
1,2788,0,0
1,3984,0,0
1,2636,0,0
1,2380,0,0
1,588,0,0
1,2136,0,0
1,1492,0,0
1,2980,0,0
16,6532,3,10
1,1892,0,0
1,2620,0,0
4,4872,0,0
2,6648,0,0
2,1264,0,0
4,2744,3,50
2,3156,0,0
2,1296,0,0
2,1204,0,0
2,2544,0,0
2,2116,0,0
2,2228,0,0
2,3036,0,0
8,5956,5,50
2,2832,0,0
2,2720,1,20
2,2232,0,0
2,808,0,0
2,5948,0,0
8,2256,8,100
2,2628,0,0
2,3124,0,0
2,1124,0,0
2,1808,0,0
8,1148,5,60
2,2824,0,0
4,2684,0,0
2,5412,0,0
2,2740,2,60
2,2664,0,0
2,2216,0,0
2,900,0,0
2,992,0,0
2,908,0,0
2,3712,0,0
2,3480,0,0
2,5420,0,0
16,2084,16,100
2,5832,0,0
2,2540,0,0
2,5196,0,0
8,2504,3,30
2,2132,0,0
2,1240,0,0
2,5556,0,0
8,2180,5,50
2,2888,0,0
2,844,2,70
2,2624,0,0
2,5080,0,0
2,1052,0,0
2,2340,0,0
2,5000,0,0
2,4940,0,0
2,2724,0,0
2,5024,0,0
2,1236,0,0
2,592,0,0
2,2604,0,0
2,2652,0,0
2,1164,0,0
2,1060,0,0
2,4920,0,0
2,2508,0,0
2,5072,0,0
2,4244,0,0
16,13668,11,70
2,1192,0,0
2,2800,0,0
2,1524,0,0
2,524,0,0
4,4404,0,0
2,1208,0,0
2,5328,0,0
2,4968,0,0
2,816,0,0
2,1280,0,0
2,2708,0,0
2,4856,0,0
2,4556,0,0
2,2540,0,0
2,1936,0,0
2,948,0,0
2,2992,0,0
2,600,0,0
2,4932,0,0
2,2680,0,0
2,2860,0,0
2,2800,0,0
2,932,0,0
16,12980,10,60
2,992,0,0
2,1936,0,0
2,2936,0,0
2,1404,0,0
2,1184,0,0
2,1592,0,0
2,608,0,0
2,460,0,0
2,1432,1,50
2,6260,1,10
2,748,2,100
2,1136,2,100
2,5068,1,40
2,1252,2,70
16,6692,11,70
2,4784,2,90
2,4428,1,30
2,964,1,30
2,4644,2,70
2,1264,1,40
2,1268,0,0
2,596,2,80
2,864,2,80
2,6668,1,40
2,968,2,100
2,888,1,50
2,212,2,60
2,5056,0,0
2,2808,1,20
2,5256,1,40
16,10272,15,90
2,4092,1,30
2,1340,1,40
2,1100,2,100
2,592,2,60
2,2568,2,100
2,1848,2,100
8,3452,2,10
2,2788,1,30
2,2724,1,50
2,1524,1,50
2,2536,2,60
2,2904,1,10
2,912,2,90
2,2400,1,10
2,2832,1,50
2,2160,0,0
2,668,2,90
2,596,2,60
2,2180,2,80
2,1940,1,40
2,1876,2,80
2,2584,2,80
16,6336,4,20
2,1428,2,60
2,3376,1,50
2,2908,0,0
2,5268,1,20
2,4272,2,100
2,4732,1,10
2,2588,2,60
16,2760,16,100
2,1244,1,20
2,6584,1,40
2,2960,2,100
2,2632,2,60
2,1044,0,0
2,2820,1,30
8,6236,6,70
2,2488,1,10
2,4932,1,30
2,2260,1,30
2,5112,1,10
2,356,2,60
2,1268,2,90
2,4792,2,90
2,2840,1,20
2,524,2,100
2,3268,2,70
2,4848,2,100
2,2096,2,80
16,5880,7,40
2,1968,2,100
2,2540,2,90
2,2560,2,60
2,816,1,30
4,6484,1,10
2,3380,2,90
2,1644,2,80
2,2948,1,20
4,4936,2,20
2,2804,1,30
2,2980,1,50
2,1220,1,50
2,2240,2,60
2,5744,2,80
2,5952,1,30
2,2652,2,60
2,5640,1,10
2,2232,2,70
2,6120,1,30
2,2144,2,60
2,3468,2,90
2,276,2,60
2,2528,2,60
2,924,2,80
2,5844,1,30
2,1532,2,80
2,2852,2,60
16,11532,0,0
2,3356,0,0
2,6580,1,40
2,2884,1,40
2,632,2,90
2,4160,1,50
2,4908,1,10
16,2176,15,90
2,6660,1,40
2,296,2,80
2,1364,2,80
2,1968,2,70
2,5032,1,30
2,5888,1,50
2,5024,1,50
2,964,0,0
2,2812,1,10
2,284,1,20
2,1396,1,10
2,2412,0,0
2,2368,1,50
2,3000,1,50
2,2884,1,30
2,2528,0,0
2,1288,0,0
2,3396,2,80
2,2896,1,50
16,11612,7,40
2,5036,1,20
2,1244,2,60
2,2204,2,80
4,4780,4,100
2,4772,2,100
2,1140,2,60
2,2844,1,30
2,1952,2,90
2,2216,1,30
2,2248,1,40
2,6028,1,20
2,2932,0,0
2,2624,1,40
2,6848,1,20
2,428,0,0
2,2864,1,50
2,1836,1,10
2,3068,1,20
16,6644,4,20
2,2792,1,20
2,2160,1,50
2,1488,2,70
2,6800,1,50
2,1288,1,20
2,6136,1,40
2,1608,2,60
2,976,1,50
2,2804,2,70
2,4280,2,60
2,2216,2,60
2,840,2,60
2,1740,2,80
2,3384,1,20
2,6300,2,70
2,1248,2,60
16,11356,11,70
4,2336,4,100
4,2904,4,90
4,2760,2,40
4,6004,3,80
4,5584,3,60
4,516,4,100
4,3204,4,100
4,2972,4,90
4,15008,2,40
4,3016,4,100
4,3060,3,80
4,5216,3,70
4,2964,2,20
4,4956,4,90
4,5064,3,70
4,1012,4,100
4,5968,3,70
4,5028,0,0
8,6308,7,80
4,2696,2,30
4,2432,3,60
8,2900,7,80
4,2980,2,40
4,6564,1,10
4,936,4,100
4,2440,3,80
16,2836,4,20
4,4932,3,80
4,2632,4,100
8,2348,7,80
4,4504,2,30
4,3776,3,60
8,3080,8,100
4,2072,4,90
4,3084,4,100
4,6576,2,30
4,6576,3,50
4,4248,3,60
4,6240,0,0
4,2756,2,40
16,11188,9,50
4,516,3,50
4,10036,3,60
4,724,4,100
16,4984,11,70
4,1956,4,100
4,4308,3,70
4,2768,4,100
4,3128,0,0
8,14132,5,50
4,2184,4,90
4,3076,1,10
4,2912,3,60
4,2228,3,50
4,4828,0,0
4,5080,0,0
4,824,4,100
4,6228,2,20
4,4664,2,30
8,2116,8,100
4,6624,2,40
4,2324,4,90
4,3064,2,30
4,3668,3,60
8,10720,0,0
4,2936,2,30
8,2984,0,0
4,5872,2,40
4,2924,3,50
8,2616,4,40
4,5324,2,30
4,2944,0,0
4,2144,0,0
4,5600,0,0
4,2824,0,0
4,476,4,100
16,6628,15,90
4,2168,3,60
4,1044,3,80
4,3108,2,40
4,2304,4,100
4,2164,3,50
8,5884,7,80
4,5032,3,80
4,3824,3,50
4,1292,3,50
4,6332,3,80
4,5024,2,40
4,2772,4,90
16,6796,7,40
4,10708,3,50
4,1984,3,50
4,4036,3,80
8,2872,8,100
4,6560,2,20
4,1260,3,60
4,2504,3,60
4,3152,2,30
4,4148,2,30
16,3328,4,20
4,6320,2,20
4,2496,4,100
4,4560,3,50
8,6312,5,60
4,1344,3,80
4,5312,2,30
8,4472,8,100
4,4872,2,40
8,1316,6,70
4,3180,1,10
4,3204,2,20
4,2408,0,0
4,2888,0,0
4,4516,2,30
4,6112,3,80
4,7068,3,60
8,1372,6,70
4,5792,3,50
4,2780,3,80
4,4964,3,50
4,5060,1,10
4,3040,3,70
4,1216,0,0
4,1836,3,70
16,6660,3,10
4,2868,2,20
4,5596,4,90
4,6096,2,40
4,4768,2,20
4,1316,2,40
4,6552,2,40
16,6624,0,0
4,9632,3,80
4,4908,4,90
4,6124,3,60
8,11112,0,0
4,2572,2,40
4,2736,3,70
8,3436,5,50
4,9520,2,40
4,5620,2,30
4,3160,1,10
16,2204,16,100
4,3448,3,70
4,844,4,90
8,2836,6,70
4,2892,1,10
4,3196,4,90
8,2860,0,0
4,2172,1,10
4,504,3,60
4,2532,3,60
4,5044,3,70
4,9744,0,0
4,2400,2,30
8,11000,2,20
8,1304,3,30
4,9120,1,10
8,2768,7,80
4,2904,1,10
16,6260,11,70
4,2656,0,0
4,616,3,70
8,6544,5,50
8,5716,0,0
16,6632,7,40
8,10928,2,20
8,5008,0,0
16,9772,5,30
4,6420,2,40
4,3700,3,70
8,4988,4,40
16,6552,3,10
8,6576,7,80
4,1296,4,100
16,10568,11,70
16,6848,13,80
16,6512,9,50
8,4312,7,80
4,2612,4,90
4,5888,4,100
4,2100,4,90
4,6864,2,20
4,6568,1,10
8,4988,6,70
16,10040,7,40
16,14428,0,0
8,6688,6,70
8,660,7,80
16,3552,3,10
8,2460,8,100
8,1156,8,100
4,2844,4,100
8,4920,7,80
8,6456,5,50
16,2796,3,10
4,4904,1,10
4,6444,3,70
16,3204,3,10
8,2904,2,10
4,2548,3,80
16,6912,9,50
4,640,0,0
16,6912,5,30
16,11408,7,40
4,3128,0,0
4,1256,0,0
4,3464,0,0
4,2284,0,0
4,2820,0,0
4,1236,0,0
4,1980,0,0
4,5072,0,0
4,2884,0,0
4,5056,0,0
4,2844,0,0
4,1860,0,0
4,2156,0,0
4,1284,0,0
4,1428,0,0
4,2952,0,0
4,2788,0,0
4,912,0,0
4,6604,0,0
4,7248,0,0
4,4824,0,0
4,2420,0,0
4,6308,0,0
4,2776,0,0
4,2560,0,0
4,1020,0,0
4,10948,0,0
4,4932,0,0
4,1968,0,0
4,1264,0,0
4,7796,0,0
4,5884,0,0
4,2776,0,0
4,2796,0,0
4,5944,0,0
4,592,0,0
4,3988,0,0
4,5928,0,0
4,4936,0,0
4,912,0,0
4,2168,0,0
4,5040,0,0
4,6596,0,0
4,10816,0,0
4,7192,0,0
4,5064,0,0
4,2388,0,0
4,1136,0,0
4,4804,0,0
4,612,0,0
4,6696,0,0
4,2532,0,0
4,4108,0,0
4,2824,0,0
4,4404,0,0
4,2812,0,0
4,1472,0,0
4,6628,0,0
4,11260,0,0
4,3396,0,0
4,2208,0,0
4,3012,0,0
4,2768,0,0
4,2076,0,0
4,5880,0,0
4,4592,0,0
4,11148,0,0
4,6352,0,0
4,5040,0,0
4,2984,0,0
4,1416,0,0
4,5088,0,0
4,5248,0,0
4,10780,0,0
4,5992,0,0
4,4976,0,0
4,576,0,0
4,2736,0,0
4,5952,0,0
4,5704,0,0
4,6448,0,0
4,1252,1,10
4,5048,1,10
4,6620,1,10
4,4476,1,10
4,6116,1,10
4,808,1,10
4,4356,1,10
4,3088,1,10
4,6420,1,10
4,6320,1,10
4,2544,1,10
4,2792,1,10
4,1300,1,10
4,6312,1,10
4,5004,1,10
4,2808,1,10
4,6700,1,10
4,4348,1,10
4,6192,1,10
4,4976,1,10
4,2612,1,10
4,6756,1,10
4,1248,1,10
4,3064,1,10
4,4860,1,10
4,3080,1,10
4,6128,1,10
4,3096,1,10
4,2508,1,10
4,3176,1,10
4,2608,1,10
4,5236,1,10
4,3512,1,10
4,1296,1,10
4,6588,1,10
4,6216,1,10
4,6504,1,10
4,5140,1,10
4,1256,1,10
4,4952,1,10
4,4368,1,10
4,888,1,10
4,6368,1,10
4,9596,1,10
4,4980,1,10
4,5688,1,10
4,1284,1,10
4,3372,1,10
4,3064,1,10
4,2928,1,10
4,6804,1,10
4,2196,1,10
4,6612,1,10
4,3440,1,10
4,4956,1,10
4,2136,1,10
4,2804,1,10
4,6380,1,10
4,2912,1,10
4,3196,1,10
4,2924,1,10
4,5040,1,10
4,2112,1,10
4,2288,1,10
4,4932,1,10
4,2816,1,10
4,6048,1,10
4,4864,1,10
4,6252,1,10
4,2652,1,10
4,5032,1,10
4,2964,1,10
4,3640,1,10
4,3788,1,10
4,2760,1,10
4,2804,1,10
4,2756,1,10
4,2824,1,10
4,6328,1,10
4,916,2,20
4,5680,2,20
4,6176,2,20
4,6028,2,20
4,2320,2,20
4,6052,2,20
4,3724,2,20
4,5904,2,20
4,6784,2,20
4,712,2,20
4,4540,2,20
4,2428,2,20
4,5972,2,20
4,4932,2,20
4,2272,2,20
4,1496,2,20
4,12152,2,20
4,1188,2,20
4,6884,2,20
4,7288,2,20
4,5084,2,20
4,6356,2,20
4,2692,2,20
4,3428,2,20
4,6680,2,20
4,4112,2,20
4,3264,2,20
4,2996,2,20
4,5084,2,20
4,7204,2,20
4,6504,2,20
4,2932,2,20
4,2900,2,20
4,6348,2,20
4,508,2,20
4,2860,2,20
4,2532,2,20
4,4796,2,20
4,6656,2,20
4,6608,2,20
4,2068,2,20
4,6196,2,20
4,6260,2,20
4,2980,2,20
4,5032,2,20
4,7456,2,20
4,2216,2,20
4,2832,2,20
4,6544,2,20
4,11336,2,20
4,2856,2,20
4,6676,2,20
4,2860,3,50
4,1304,3,50
4,10796,3,50
4,2096,3,50
4,2860,3,50
4,4272,3,50
4,10516,3,50
4,4968,3,50
4,5136,3,50
4,2884,3,50
4,5320,3,50
4,3108,3,50
4,920,3,50
4,2580,3,50
4,6472,3,50
4,5312,3,50
4,1464,3,50
4,4384,3,50
4,6596,3,50
4,5128,3,50
4,1336,3,50
4,652,3,50
4,8964,3,50
4,1280,3,50
4,9708,3,50
4,2808,3,50
4,3532,3,50
4,3040,3,50
4,500,4,90
4,2936,4,90
4,5248,4,90
4,1304,4,90
4,1048,4,90
4,2480,4,90
4,900,4,90
4,1184,4,90
4,1204,4,90
4,1292,4,90
4,2264,4,90
4,2756,4,90
4,1340,4,90
4,1188,4,90
4,960,4,90
4,4136,4,90
4,1336,4,90
4,2692,4,90
4,1876,4,90
4,1184,4,90
4,960,4,90
4,3072,4,90
4,748,4,90
4,2204,4,90
4,1028,4,90
4,1576,4,90
4,3380,4,90
4,988,4,90
4,2864,4,90
4,5252,4,90
4,1884,4,90
4,1500,4,90
4,808,4,90
4,5236,4,90
4,2808,4,90
4,1160,4,90
4,2368,4,90
4,504,4,90
4,1972,4,90
4,2776,4,90
4,5056,4,90
4,3116,4,90
4,1168,4,90
4,2180,4,90
4,1360,4,90
4,2188,4,90
4,3972,4,90
4,852,4,90
4,2416,4,90
4,5688,4,90
4,2292,4,90
4,4332,4,90
4,1048,4,90
4,2836,4,90
4,1376,4,90
4,1716,4,90
8,6056,0,0
8,4880,0,0
8,6576,0,0
8,13996,0,0
8,5256,0,0
8,4544,0,0
8,5928,0,0
8,4832,0,0
8,2844,0,0
8,9736,0,0
8,2824,0,0
8,2880,0,0
8,1944,0,0
8,4632,0,0
8,20392,0,0
8,10792,0,0
8,11068,0,0
8,9776,0,0
8,11284,0,0
8,2944,0,0
8,6140,0,0
8,908,0,0
8,22060,0,0
8,13556,0,0
8,6252,0,0
8,6608,0,0
8,2108,0,0
8,9164,0,0
8,13572,0,0
8,4900,0,0
8,9828,0,0
8,2188,0,0
8,2820,0,0
8,12968,0,0
8,2680,0,0
8,14592,0,0
8,5056,0,0
8,480,0,0
8,14380,0,0
8,6128,0,0
8,2448,0,0
8,10756,0,0
8,11532,0,0
8,4916,0,0
8,6620,0,0
8,7552,0,0
8,14520,0,0
8,2676,0,0
8,4216,0,0
8,6348,0,0
8,11032,0,0
8,6300,0,0
8,2780,0,0
8,9636,0,0
8,10932,0,0
8,11456,0,0
8,6120,0,0
8,6536,0,0
8,6584,0,0
8,7324,0,0
8,11572,0,0
8,1260,0,0
8,2976,0,0
8,4952,0,0
8,13488,0,0
8,12836,0,0
8,11052,0,0
8,6648,0,0
8,9420,0,0
8,14824,0,0
8,1852,0,0
8,6972,0,0
8,1172,0,0
8,2632,0,0
8,6384,0,0
8,13276,0,0
8,13548,0,0
8,6752,0,0
8,11024,0,0
8,10024,0,0
8,6656,0,0
8,9488,0,0
8,4444,0,0
8,9428,0,0
8,6836,0,0
8,2772,0,0
8,20296,0,0
8,1136,0,0
8,14424,0,0
8,2824,2,10
8,6732,2,10
8,6676,2,10
8,11436,0,0
8,6656,2,10
8,4936,2,10
8,6916,2,10
8,6132,2,10
8,6204,2,10
8,2864,2,10
8,3360,2,10
8,6616,2,10
8,6284,2,10
8,2876,2,10
8,6752,2,10
8,5980,2,10
8,6208,2,10
8,11152,2,10
8,6616,2,10
8,6556,2,10
8,12756,2,10
8,5800,2,10
8,3020,2,10
8,2916,2,10
8,15120,2,10
8,5240,2,10
8,9996,2,10
8,3712,2,10
8,11712,2,10
8,11772,2,10
8,6592,2,10
8,9740,2,10
8,6872,2,10
8,6028,2,10
8,2768,2,10
8,2916,2,10
8,6504,2,10
8,5056,2,10
8,5164,2,10
8,2848,2,10
8,3564,2,10
8,5072,2,10
8,5268,2,10
8,6416,2,10
8,6648,2,10
8,6768,2,10
8,3192,2,10
8,5952,2,10
8,6756,2,10
8,5888,2,10
8,2004,2,10
8,6564,2,10
8,5196,2,10
8,9716,2,10
8,4656,2,10
8,2888,2,10
8,2860,2,10
8,14208,2,10
8,2840,2,10
8,6724,2,10
8,13176,2,10
8,5888,2,10
8,6516,2,10
8,6424,2,10
8,4964,2,10
8,6252,2,10
8,3016,2,10
8,2876,2,10
8,10116,2,10
8,5028,2,10
8,4444,2,10
8,5156,2,10
8,2928,2,10
8,2924,2,10
8,2644,2,10
8,5788,2,10
8,6632,2,10
8,3028,2,10
8,11516,2,10
8,10880,2,10
8,6836,2,10
8,5124,2,10
8,2796,2,10
8,2588,2,10
8,5716,2,10
8,6824,2,10
8,5024,2,10
8,6648,2,10
8,3152,3,30
8,9720,3,30
8,10656,3,30
8,6152,3,30
8,1632,3,30
8,2916,3,30
8,11448,3,30
8,5532,3,30
8,10968,3,30
8,6544,3,30
8,6440,3,30
8,5852,3,30
8,2792,3,30
8,13892,3,30
8,4980,3,30
8,6716,3,30
8,11712,3,30
8,5884,3,30
8,6392,3,30
8,6252,3,30
8,3260,3,30
8,13216,3,30
8,2804,3,30
8,6312,3,30
8,6608,3,30
8,5396,3,30
8,6580,3,30
8,6268,3,30
8,11020,3,30
8,7308,3,30
8,6776,3,30
8,6948,3,30
8,7088,3,30
8,13176,3,30
8,4604,3,30
8,5232,3,30
8,6648,3,30
8,3256,3,30
8,4700,3,30
8,6812,3,30
8,7336,3,30
8,2868,3,30
8,6672,3,30
8,14504,3,30
8,9700,3,30
8,6000,3,30
8,6672,3,30
8,964,3,30
8,11308,3,30
8,6760,3,30
8,6416,3,30
8,5016,3,30
8,6900,3,30
8,5972,3,30
8,2864,3,30
8,6552,3,30
8,6504,3,30
8,6184,3,30
8,6312,3,30
8,10776,3,30
8,6620,3,30
8,4984,3,30
8,6900,3,30
8,4360,3,30
8,6468,3,30
8,1148,3,30
8,2224,3,30
8,5672,3,30
8,6060,3,30
8,5176,3,30
8,6040,3,30
8,1076,3,30
8,11220,3,30
8,3708,3,30
8,6544,3,30
8,5096,3,30
8,6448,3,30
8,13552,3,30
8,3076,3,30
8,6048,3,30
8,7000,3,30
8,11380,3,30
8,7248,3,30
8,11704,3,30
8,3248,3,30
8,6772,3,30
8,6384,3,30
8,3108,3,30
8,13644,3,30
8,5740,3,30
